link,title,site_name,pagenum
http://wellan.zuel.edu.cn/2022/1005/c1668a308035/page.htm,校党委中心组开展专题学习,文澜要闻,1
http://wellan.zuel.edu.cn/2022/1005/c1668a308023/page.htm,我校新增3个省级标杆院系、样板支部培育创建单位,文澜要闻,1
http://wellan.zuel.edu.cn/2022/1003/c1668a307752/page.htm,我校“读懂中国”系列社会实践项目获第六届全国高校“礼敬中华优秀传统文化”系列活动示范项目,文澜要闻,1
http://wellan.zuel.edu.cn/2022/1001/c1668a307660/page.htm,千余名师生国旗下聆听青春故事告白伟大祖国,文澜要闻,1
http://wellan.zuel.edu.cn/2022/0929/c1668a307486/page.htm,学校深化校企合作开启“访企拓岗促就业”第十一站,文澜要闻,1
http://wellan.zuel.edu.cn/2022/0926/c1668a307184/page.htm,风雨无阻！2022级学生军训总结表彰大会顺利举行,文澜要闻,1
http://wellan.zuel.edu.cn/2022/0924/c1668a306984/page.htm,财政税务学院举办2022年光荣从教满30周年教师庆典,文澜要闻,1
http://wellan.zuel.edu.cn/2022/0923/c1668a306949/page.htm,我校举行教育部直属高校党建工作联络员聘任仪式,文澜要闻,1
http://wellan.zuel.edu.cn/2022/0926/c1668a307070/page.htm,杨灿明校长看望慰问军训教官与军训助理,文澜要闻,1
http://wellan.zuel.edu.cn/2022/0921/c1668a306614/page.htm,学校与武汉海事法院举行战略合作协议签署暨揭牌仪式,文澜要闻,1
http://wellan.zuel.edu.cn/2022/0920/c1668a306508/page.htm,武昌区人大常委会主任胡太荣一行来校走访,文澜要闻,1
http://wellan.zuel.edu.cn/2022/0919/c1668a306387/page.htm,学校举办2023年云南省定向选调生宣讲会,文澜要闻,1
http://wellan.zuel.edu.cn/2022/0916/c1668a306039/page.htm,传承红色基因 激扬青春力量：杨灿明校长为2022级本科新生讲授“开学第一课”,文澜要闻,1
http://wellan.zuel.edu.cn/2022/0914/c1668a305825/page.htm,杨灿明在2022年新生开学典礼上的讲话：在青春的赛道上尽情奔跑,文澜要闻,1
http://wellan.zuel.edu.cn/2022/0914/c1668a305824/page.htm,学校隆重举行2022级新生开学典礼,文澜要闻,1
http://wellan.zuel.edu.cn/2022/0909/c1668a305555/page.htm,喜迎党的二十大 学校举办教师节系列活动,文澜要闻,1
http://wellan.zuel.edu.cn/2022/0909/c1668a305514/page.htm,财政部向中南财经政法大学发来教师节贺信,文澜要闻,1
http://wellan.zuel.edu.cn/2022/0908/c1668a305402/page.htm,致全校教职员工的慰问信,文澜要闻,1
http://wellan.zuel.edu.cn/2022/0907/c1668a305309/page.htm,法律硕士专业学位（涉外律师）研究生培养项目第二指导教师聘任仪式暨师生见面会成功举办,文澜要闻,1
http://wellan.zuel.edu.cn/2022/0904/c1668a305061/page.htm,湖北省第八届高校青年教师教学竞赛获奖教师座谈会在校工会隆重召开,文澜要闻,1
http://wellan.zuel.edu.cn/2022/0902/c1668a304989/page.htm,欢迎！9000余名2022级中南大新生开启筑梦之旅,文澜要闻,1
http://wellan.zuel.edu.cn/2022/0902/c1668a304970/page.htm,学校召开两级党委理论学习中心组专题学习会,文澜要闻,1
http://wellan.zuel.edu.cn/2022/0829/c1668a304550/page.htm,校领导带队检查期初教学情况,文澜要闻,1
http://wellan.zuel.edu.cn/2022/0828/c1668a304380/page.htm,省青教赛我校取得历史最好成绩,文澜要闻,1
http://wellan.zuel.edu.cn/2022/0826/c1668a304337/page.htm,2022年秋季工作会议提出：以干劲拼劲韧劲冲劲闯劲推进重点工作落地生根,文澜要闻,1
http://wellan.zuel.edu.cn/2022/0826/c1668a304336/page.htm,消暑解渴！中层干部培训班为学校高质量内涵式发展赋能,文澜要闻,1
http://wellan.zuel.edu.cn/2022/0829/c1668a304580/page.htm,湖北省第八届高校青年教师教学竞赛启动仪式在我校隆重举行,文澜要闻,1
http://wellan.zuel.edu.cn/2022/0821/c1668a304108/page.htm,湖北省总工会、教科文卫体工会一行慰问我校一线职工并调研省“青教赛”筹备工作,文澜要闻,1
http://wellan.zuel.edu.cn/2022/0801/c1668a303613/page.htm,中南大全国并列第七！2022年度教育部人文社会科学研究一般项目立项名单公示出炉,文澜要闻,1
http://wellan.zuel.edu.cn/2022/0728/c1668a303564/page.htm,《中国教育报》头版采访报道我校驻红石村帮扶工作,文澜要闻,1
http://wellan.zuel.edu.cn/2022/0717/c1668a303348/page.htm,学校深化校企合作开启“访企拓岗促就业”第十站,文澜要闻,1
http://wellan.zuel.edu.cn/2022/0714/c1668a303287/page.htm,栾永玉、杨灿明一行检查指导2022年本科招生录取工作,文澜要闻,1
http://wellan.zuel.edu.cn/2022/0711/c1668a303161/page.htm,校党委书记栾永玉一行赴滇西应用技术大学调研对口支援工作,文澜要闻,1
http://wellan.zuel.edu.cn/2022/0711/c1668a303151/page.htm,齐心协力、多措并举，学校精心精准做好招生宣传工作,文澜要闻,2
http://wellan.zuel.edu.cn/2022/0705/c1668a303027/page.htm,学校举办教职工党支部书记及党务干部专题培训班,文澜要闻,2
http://wellan.zuel.edu.cn/2022/0701/c1668a302861/page.htm,杨灿明校长与ACCA共话新时代一流国际会计人才培养,文澜要闻,2
http://wellan.zuel.edu.cn/2022/0630/c1668a302814/page.htm,校党委中心组开展专题学习,文澜要闻,2
http://wellan.zuel.edu.cn/2022/0628/c1668a302629/page.htm,学校深化校企合作开启“访企拓岗促就业”第六站,文澜要闻,2
http://wellan.zuel.edu.cn/2022/0628/c1668a302604/page.htm,学校深化校企合作开启“访企拓岗促就业”第七站,文澜要闻,2
http://wellan.zuel.edu.cn/2022/0630/c1668a302786/page.htm,我校举办2022年辅导员理论大讲堂暨“绘蓝图•育新人”书记沙龙,文澜要闻,2
http://wellan.zuel.edu.cn/2022/0629/c1668a302708/page.htm,我校举行2022年“光荣在党50年”纪念章颁发仪式,文澜要闻,2
http://wellan.zuel.edu.cn/2022/0629/c1668a302689/page.htm,我校召开校老年协会、老教授协会第六次会员代表大会,文澜要闻,2
http://wellan.zuel.edu.cn/2022/0627/c1668a302515/page.htm,杨灿明校长深入金融学院党支部开展“察民情  解民忧 暖民心”实践活动,文澜要闻,2
http://wellan.zuel.edu.cn/2022/0627/c1668a302533/page.htm,校领导与新一届校学生会、校研究生会主席团集体座谈,文澜要闻,2
http://wellan.zuel.edu.cn/2022/0628/c1668a302613/page.htm,中南财经政法大学2022年大学生志愿服务西部计划志愿者（研究生支教团）正式出征,文澜要闻,2
http://wellan.zuel.edu.cn/2022/1003/c1668a307734/page.htm,我校成立读懂中国·习近平法治思想读书社和习近平法治思想研究生宣讲团,文澜要闻,2
http://wellan.zuel.edu.cn/2022/0627/c1668a302442/page.htm,湖北省第十二届“挑战杯·中国银行”大学生创业计划竞赛决赛在我校举办,文澜要闻,2
http://wellan.zuel.edu.cn/2022/0624/c1668a302366/page.htm,湖北省三部门与我校共建湖北健康老龄研究院,文澜要闻,2
http://wellan.zuel.edu.cn/2022/0622/c1668a302075/page.htm,国家社科基金重大项目“促进全体人民共同富裕研究”开题报告会顺利举行,文澜要闻,2
http://wellan.zuel.edu.cn/2022/0617/c1668a301750/page.htm,走向人民需要的地方！学校为8000余名毕业生量身打造最后一堂“思政大课”,文澜要闻,2
http://wellan.zuel.edu.cn/2022/0617/c1668a301747/page.htm,杨灿明校长致辞：谆谆教诲为毕业生献“礼”,文澜要闻,2
